ID;GENRE_IDS;RELEASE_DATE;VOTE_COUNT;VOTE_AVERAGE;TITLE
948276;[28, 80, 53];2022-11-10;371;6.5;Lost Bullet 2
833097;[10749, 35, 10751];2022-11-10;808;6.231;Falling for Christmas
806368;[18];2022-11-10;467;6.7;The Son
632856;[35];2022-11-10;642;6.9;Spirited
555604;[16, 14, 18];2022-11-09;2971;8.073;Guillermo del Toro's Pinocchio
505642;[28, 12, 878];2022-11-09;6651;7.076;Black Panther: Wakanda Forever
1022256;[99, 10402];2022-11-04;444;8.83;Selena Gomez: My Mind & Me
760099;[18];2022-11-04;422;7.0;Living
823766;[18, 9648];2022-11-02;835;6.6;The Wonder
901563;[18];2022-11-01;811;7.806;Close
892515;[35, 80, 18, 10749];2022-11-01;426;6.769;Masquerade
979924;[53, 18];2022-10-31;504;6.1;On the Line
615952;[18];2022-10-28;427;6.5;Armageddon Time
595586;[18];2022-10-28;458;6.519;Causeway
676547;[27, 53];2022-10-23;928;6.9;Prey for the Devil
965150;[18];2022-10-21;1470;7.7;Aftersun
843847;[35, 18];2022-10-20;361;7.4;Jerry & Marge Go Large
744114;[18, 10749];2022-10-20;694;7.659;My Policeman
674324;[18, 35];2022-10-20;2829;7.5;The Banshees of Inisherin
779782;[14, 35, 12, 18];2022-10-19;1260;7.051;The School for Good and Evil
541134;[18, 80, 9648];2022-10-19;1256;6.885;The Good Nurse
436270;[28, 12, 878];2022-10-19;6416;6.885;Black Adam
1040330;[99];2022-10-15;411;7.0;Black Adam: Saviour or Destroyer?
864959;[12, 35, 27, 10751];2022-10-14;462;6.5;The Curse of Bridge Hollow
616820;[27, 53];2022-10-12;1804;6.1;Halloween Ends
1024530;[27];2022-10-10;380;5.111;Grimcutty
848058;[27, 53, 18];2022-10-07;610;6.6;Piggy
830784;[35, 10751, 10402];2022-10-07;583;7.0;Lyle, Lyle, Crocodile
49046;[10752, 36, 18];2022-10-07;4019;7.7;All Quiet on the Western Front
890980;[18, 9648, 53];2022-10-06;687;7.329;God's Crooked Lines
851644;[10749, 18];2022-10-06;711;8.2;20th Century Girl
663712;[27, 53];2022-10-06;2174;6.7;Terrifier 2
823951;[80, 18, 53];2022-10-05;747;7.08;November
723419;[18, 27, 9648];2022-10-05;843;6.4;Mr. Harrigan's Phone
799546;[18, 53, 9648];2022-09-30;842;6.5;Luckiest Girl Alive
614939;[35, 10749];2022-09-30;509;6.702;Bros
714888;[18, 36, 80];2022-09-29;638;7.9;Argentina 1985
1027014;[16, 10749, 10402];2022-09-28;380;7.7;Entergalactic
338947;[27, 9648];2022-09-28;851;6.2;Hellraiser
664469;[9648, 35, 18];2022-09-27;1547;6.06;Amsterdam
642885;[14, 35, 10751];2022-09-27;1691;7.2;Hocus Pocus 2
894205;[28, 14, 27];2022-09-25;1311;7.0;Werewolf by Night
882598;[27, 9648];2022-09-23;3440;6.7;Smile
817758;[10402, 18];2022-09-23;1287;7.087;TÁR
597922;[18, 35, 10752];2022-09-23;759;7.597;The Greatest Beer Run Ever
429473;[28, 53];2022-09-23;670;6.5;Lou
846433;[28, 80, 18];2022-09-22;396;7.015;The Enforcer
799379;[28, 53, 27, 80];2022-09-21;369;6.4;Project Wolf Hunting
619730;[9648, 53];2022-09-21;2553;6.8;Don't Worry Darling
497828;[35, 18];2022-09-18;2282;7.07;Triangle of Sadness
949423;[27];2022-09-16;2075;7.235;Pearl
814800;[27, 53, 9648];2022-09-16;471;6.3;Goodnight Mommy
724495;[28, 18, 36];2022-09-16;2118;7.669;The Woman King
301502;[18];2022-09-16;1373;5.966;Blonde
717728;[27, 53, 9648];2022-09-15;997;5.4;Jeepers Creepers: Reborn
762968;[35, 53, 10749];2022-09-14;880;6.4;Do Revenge
852046;[28, 12, 53, 18];2022-09-09;739;6.6;Athena
840326;[28, 10752, 12];2022-09-09;2234;7.427;Sisu
766475;[9648, 35, 80];2022-09-09;1120;6.4;See How They Run
928344;[10402, 35, 80];2022-09-08;448;6.705;Weird: The Al Yankovic Story
913290;[27, 9648];2022-09-08;2575;6.818;Barbarian
828613;[10749, 35];2022-09-08;440;7.5;About Fate
800939;[18, 35, 10749];2022-09-08;1250;6.462;Ticket to Paradise
551271;[28, 18, 36];2022-09-08;483;7.0;Medieval
1015606;[99];2022-09-07;987;6.8;Obi-Wan Kenobi: A Jedi's Return
532639;[14, 12, 10751];2022-09-07;1607;6.335;Pinocchio
934756;[10749, 35];2022-09-01;359;6.0;Love in the Villa
862551;[35];2022-08-26;914;5.9;Me Time
629176;[878, 80, 28];2022-08-25;2015;6.7;Samaritan
830788;[27, 53];2022-08-24;842;6.1;The Invitation
744276;[10749, 18];2022-08-24;1249;6.8;After Ever Happy
556694;[18, 14, 10749];2022-08-24;1378;6.9;Three Thousand Years of Longing
852448;[80, 53];2022-08-19;707;6.265;I Came By
829560;[10749, 18];2022-08-18;1155;6.379;The Next 365 Days
976720;[878, 18, 12, 14];2022-08-17;591;6.361;Vesper
805327;[10749, 18, 35];2022-08-16;661;6.879;Look Both Ways
862965;[80, 18, 53];2022-08-12;852;6.7;Emily the Criminal
791155;[28, 12, 35, 878, 10751];2022-08-12;366;6.5;Secret Headquarters
755566;[28, 14, 27, 35];2022-08-12;1982;6.788;Day Shift
985939;[53];2022-08-11;4009;7.149;Fall
760741;[53, 28, 27, 12];2022-08-11;1567;6.59;Beast
900667;[16, 12, 28, 14, 10402];2022-08-06;1034;7.2;One Piece Film Red
800345;[28, 53, 80];2022-08-05;377;6.0;Carter
585511;[16, 12, 35, 14];2022-08-05;1751;7.784;Luck
520023;[27, 35, 9648, 53];2022-08-05;1218;6.2;Bodies Bodies Bodies
518896;[18, 28, 878];2022-08-05;421;7.0;Warriors of Future
718930;[28, 35, 53];2022-08-03;6397;7.446;Bullet Train
626872;[28, 18, 53];2022-08-03;366;7.5;Emergency Declaration
766507;[53, 28, 878];2022-08-02;6839;7.703;Prey
838330;[35, 18];2022-07-29;460;6.318;Not Okay
762975;[10749, 18];2022-07-29;2601;8.104;Purple Hearts
683340;[35, 9648, 53];2022-07-29;385;6.63;Vengeance
760161;[27, 53];2022-07-27;2138;6.6;Orphan: First Kill
539681;[16, 28, 10751, 35, 878];2022-07-27;1583;7.21;DC League of Super-Pets
929170;[35];2022-07-23;383;7.522;Honor Society
848685;[53, 18];2022-07-20;747;7.533;The Beasts
762504;[27, 9648, 878];2022-07-20;4226;6.848;Nope
601796;[878, 28, 14, 12];2022-07-20;452;6.8;Alienoid
698948;[18, 53];2022-07-18;1286;7.9;Thirteen Lives
754609;[18, 35, 36];2022-07-15;438;7.285;Mrs. Harris Goes to Paris
682507;[18, 9648, 10749];2022-07-14;1865;7.6;Where the Crawdads Sing
938008;[28, 80, 53];2022-07-13;375;7.7;The Killer
925102;[80, 9648, 18];2022-07-13;644;6.9;The Night of the 12th
889699;[80, 18, 53];2022-07-13;415;7.3;Holy Spider
725201;[28, 53];2022-07-13;3728;6.952;The Gray Man
809107;[14, 35, 10751, 10770];2022-07-09;395;7.4;Z-O-M-B-I-E-S 3
616037;[14, 28, 35];2022-07-06;7726;6.428;Thor: Love and Thunder
820912;[10749, 18, 35];2022-07-01;590;6.03;Persuasion
705996;[53, 9648, 10749];2022-06-29;1235;7.342;Decision to Leave
438148;[16, 35, 10751, 12];2022-06-29;3664;7.304;Minions: The Rise of Gru
869626;[16, 35, 18, 10751];2022-06-24;580;7.693;Marcel the Shell with Shoes On
560057;[16, 12, 28, 10751, 14];2022-06-24;1492;7.352;The Sea Beast
614934;[18, 10402, 36];2022-06-22;3473;7.5;Elvis
756999;[27, 53];2022-06-17;5014;7.6;The Black Phone
615469;[878, 53];2022-06-17;1555;5.793;Spiderhead
759175;[28, 14];2022-06-16;796;6.796;The Princess
758330;[10749, 18];2022-06-16;535;6.964;Good Luck to You, Leo Grande
735697;[35, 18, 14, 9648];2022-06-15;379;6.0;Incredible But True
718789;[16, 878, 10751, 12];2022-06-15;3478;6.948;Lightyear
610150;[16, 878, 28];2022-06-11;2854;7.9;Dragon Ball Super: Super Hero
736732;[18, 35, 80];2022-06-08;466;7.161;Broker
807356;[27, 9648, 53];2022-06-03;974;6.484;Watcher
705861;[18, 35];2022-06-03;2558;7.7;Hustle
507086;[12, 28, 878];2022-06-01;6218;6.681;Jurassic World Dominion
831946;[28, 53, 12];2022-05-26;744;6.1;Interceptor
819876;[878, 27];2022-05-25;1107;6.049;Crimes of the Future
361743;[28, 18];2022-05-21;9544;8.189;Top Gun: Maverick
820067;[16, 35, 10749];2022-05-20;400;8.4;The Quintessential Quintuplets Movie
780609;[27, 53, 14];2022-05-20;1133;6.109;Men
420821;[16, 10751, 35, 12, 9648];2022-05-20;1236;6.997;Chip 'n Dale: Rescue Rangers
934761;[35, 10749];2022-05-19;550;6.9;A Perfect Pairing
852438;[27, 35];2022-05-18;410;6.8;Final Cut
961484;[28, 53];2022-05-12;968;6.4;Last Seen Alive
916405;[18];2022-05-12;427;7.491;The Quiet Girl
532710;[27, 878];2022-05-12;709;5.6;Firestarter
810171;[35, 10749];2022-05-11;567;7.5;The Valet
800937;[35];2022-05-11;842;5.933;Senior Year
785985;[35, 28];2022-05-06;478;6.0;The Takedown
453395;[14, 28, 12];2022-05-04;9336;7.269;Doctor Strange in the Multiverse of Madness
966220;[10752, 28, 18];2022-05-03;773;7.655;Sniper: The White Raven
860159;[35, 10749];2022-04-29;429;7.4;Crush
818397;[28, 53, 80];2022-04-28;1521;6.8;Memory
820446;[18, 10749, 36, 9648];2022-04-27;497;7.192;Downton Abbey: A New Era
829557;[10749, 18];2022-04-26;1626;5.907;365 Days: This Day
648579;[28, 35, 80];2022-04-20;2064;6.789;The Unbearable Weight of Massive Talent
838484;[27, 53, 878];2022-04-15;796;5.3;Choose or Die
809140;[18];2022-04-13;629;7.1;Father Stu
739993;[35, 18, 10402];2022-04-08;659;6.9;Metal Lords
294793;[53, 28];2022-04-08;547;6.0;All the Old Knives
950445;[99];2022-04-07;650;6.5;Return to Space
639933;[28, 12, 14];2022-04-07;4414;7.05;The Northman
338953;[14, 12];2022-04-06;4585;6.646;Fantastic Beasts: The Secrets of Dumbledore
661231;[10752, 36, 18];2022-04-01;702;6.501;Operation Mincemeat
771077;[35, 18];2022-03-30;416;7.4;Rise
675353;[28, 12, 10751, 35];2022-03-30;5310;7.482;Sonic the Hedgehog 2
526896;[28, 878, 14];2022-03-30;4368;6.0;Morbius
765119;[35];2022-03-25;461;4.614;The Bubble
758724;[27, 9648];2022-03-25;462;6.5;The Cellar
752623;[28, 12, 35];2022-03-24;3636;6.497;The Lost City
629015;[53, 27, 18];2022-03-24;364;6.823;Shut In
579974;[28, 12, 18];2022-03-24;1344;7.7;RRR
545611;[28, 12, 878];2022-03-24;6760;7.8;Everything Everywhere All at Once
864370;[27];2022-03-18;683;6.8;Incantation
760868;[28, 53];2022-03-18;832;6.3;Black Crab
619979;[18, 9648, 53];2022-03-18;1420;5.827;Deep Water
833339;[27, 53, 18];2022-03-17;882;6.6;Speak No Evil
760104;[27, 9648, 53];2022-03-17;3390;6.747;X
654895;[35, 10749];2022-03-17;360;6.79;Run to You
629542;[10751, 16, 12, 35, 80];2022-03-17;2104;7.5;The Bad Guys
763285;[53, 28, 80, 18];2022-03-16;2174;6.649;Ambulance
850018;[53, 80, 18];2022-03-11;418;5.4;Windfall
836225;[27, 80, 18, 14];2022-03-11;1083;7.096;The Exorcism of God
696806;[12, 878];2022-03-11;4417;7.029;The Adam Project
628900;[28, 53];2022-03-10;917;6.4;The Contractor
508947;[16, 10751, 35, 14];2022-03-10;5315;7.352;Turning Red
884971;[53, 18];2022-03-09;362;6.83;Goliath
585378;[878, 18];2022-03-04;420;6.401;After Yang
517302;[27, 14, 18];2022-03-04;430;6.258;Hatching
840882;[53, 9648];2022-03-03;705;6.032;The Weekend Away
787752;[27, 53];2022-03-03;1627;6.986;Fresh
833326;[18, 35];2022-03-02;409;6.4;Zero Fucks Given
414906;[80, 9648, 53];2022-03-01;10618;7.658;The Batman
928381;[28, 53, 80];2022-02-25;380;6.082;Restless
799876;[80, 18, 53, 9648];2022-02-25;1140;7.1;The Outfit
833425;[53, 9648];2022-02-24;1163;6.9;No Exit
801071;[27];2022-02-24;358;6.261;The Jack in the Box: Awakening
924482;[53, 12];2022-02-18;357;6.6;The Ledge
632727;[27, 80, 53];2022-02-18;1471;5.2;Texas Chainsaw Massacre
626735;[18, 35];2022-02-17;1584;7.297;Dog
912598;[16, 12, 878, 14];2022-02-14;422;7.336;Bubble
818750;[10749, 878, 18];2022-02-11;733;7.362;The In Between
772272;[35, 10749, 18];2022-02-11;371;5.7;Tall Girl 2
665828;[878, 35];2022-02-11;412;5.3;Bigbug
836009;[18, 12, 36];2022-02-10;544;6.756;Against the Ice
823625;[28, 53, 18, 12];2022-02-10;1140;6.154;Blacklight
800510;[53, 9648, 80];2022-02-10;881;6.219;Kimi
335787;[28, 12];2022-02-10;6084;6.925;Uncharted
615904;[10749, 35, 10402];2022-02-09;1018;6.7;Marry Me
505026;[9648, 80, 53];2022-02-09;3746;6.4;Death on the Nile
818647;[10749, 18, 35];2022-02-04;3182;7.377;Through My Window
406759;[878, 12, 28];2022-02-03;3176;6.308;Moonfall
923632;[99, 80];2022-02-02;987;6.984;The Tinder Swindler
746333;[35, 28, 10751];2022-02-02;499;6.4;Superwho?
656663;[35, 99];2022-02-01;793;6.809;Jackass Forever
585083;[16, 35, 10751, 12, 14];2022-01-31;2812;7.1;Hotel Transylvania: Transformania
817648;[10751, 35, 18];2022-01-28;742;6.7;Home Team
774825;[16, 35, 10751, 12];2022-01-28;1710;6.6;The Ice Age Adventures of Buck Wild
689700;[80, 28, 18];2022-01-28;377;6.3;Clean
661791;[18, 27];2022-01-28;450;5.857;La Abuela (The Grandmother)
892153;[16, 35, 10751, 37];2022-01-24;442;6.9;Tom and Jerry Cowboy Up!
698508;[10749, 18, 37];2022-01-21;580;7.8;Redeeming Love
245842;[14, 12, 10751];2022-01-21;680;7.0;The King's Daughter
790142;[10749, 35];2022-01-20;769;6.655;The Royal Treatment
926899;[16, 18, 35, 27, 14];2022-01-14;1038;7.022;The House
916740;[53, 9648, 18];2022-01-13;369;4.805;Brazen
760926;[28, 12, 53];2022-01-13;590;6.2;Gold
646385;[27, 9648];2022-01-12;3374;6.667;Scream
575322;[878, 27];2022-01-06;457;5.8;Project Gemini
522016;[28, 12, 53];2022-01-05;1026;6.051;The 355
899082;[99];2022-01-01;3357;7.314;Harry Potter 20th Anniversary: Return to Hogwarts
760336;[18, 36];2021-12-31;575;6.9;Munich – The Edge of War
890541;[35, 9648, 80];2021-12-25;358;5.5;7 Women and a Murder
673309;[18, 10751];2021-12-25;360;7.113;American Underdog
810693;[16, 28, 14];2021-12-24;1443;8.1;Jujutsu Kaisen 0
476669;[28, 12, 53];2021-12-22;4600;6.8;The King's Man
714869;[10749, 35];2021-12-21;382;6.3;Serial (Bad) Weddings 3
765245;[18, 878];2021-12-17;517;7.2;Swan Song
739413;[878, 53];2021-12-17;763;5.796;Mother/Android
727293;[18];2021-12-17;546;6.6;The Tender Bar
874300;[16, 35, 10770];2021-12-16;417;7.372;South Park: Post COVID: The Return of COVID
624860;[878, 28, 12];2021-12-16;5841;6.391;The Matrix Resurrections
593395;[80, 28, 9648, 53];2021-12-16;586;6.025;Diabolik
754067;[12, 10751, 18];2021-12-15;497;7.1;Vicky and Her Mystery
634649;[28, 12, 878];2021-12-15;20462;7.95;Spider-Man: No Way Home
554230;[18];2021-12-15;984;6.5;The Lost Daughter
899405;[18, 10749];2021-12-10;361;7.6;Anonymously Yours
763329;[18, 35];2021-12-10;500;6.773;Red Rocket
517088;[18, 36];2021-12-10;636;6.5;Being the Ricardos
603661;[18, 35, 10749];2021-12-09;1065;7.327;The Hating Game
646380;[35, 878, 18];2021-12-08;8393;7.077;Don't Look Up
511809;[18, 10749, 80];2021-12-08;1578;6.983;West Side Story
591538;[18, 10752];2021-12-05;764;6.916;The Tragedy of Macbeth
770254;[10751, 16, 12, 35];2021-12-03;730;7.709;Back to the Outback
728526;[878, 9648, 53, 18];2021-12-03;430;6.3;Encounter
664574;[35, 878, 27];2021-12-03;504;5.964;Silent Night
810873;[10749, 35];2021-12-02;394;6.434;Single All the Way
774741;[16, 35, 10751];2021-12-02;354;6.2;Diary of a Wimpy Kid
597208;[80, 18, 53];2021-12-02;2963;6.981;Nightmare Alley
762079;[27, 53, 18];2021-12-01;362;6.649;The Advent Calendar
438695;[16, 10751, 10402, 35];2021-12-01;4438;7.856;Sing 2
920081;[28, 27, 878];2021-11-26;463;6.3;Megaboa
718032;[18, 35, 10749];2021-11-26;2279;6.97;Licorice Pizza
831827;[16, 10751];2021-11-24;375;8.1;Far from the Tree
802217;[10751, 35, 14];2021-11-24;425;6.4;8-Bit Christmas
722778;[18];2021-11-24;1658;7.5;The Hand of God
645886;[18, 80];2021-11-24;1839;7.43;The Unforgivable
644495;[36, 18, 80];2021-11-24;3146;6.594;House of Gucci
615666;[10751, 12, 14];2021-11-24;748;7.336;A Boy Called Christmas
460458;[28, 27, 878];2021-11-24;2473;6.0;Resident Evil: Welcome to Raccoon City
632617;[18];2021-11-19;681;7.2;C'mon C'mon
785533;[10749, 35];2021-11-18;427;6.808;The Princess Switch 3: Romancing the Star
614917;[18, 36];2021-11-18;2530;7.645;King Richard
425909;[14, 35, 12, 878];2021-11-18;4694;7.4;Ghostbusters: Afterlife
877183;[16, 35, 14];2021-11-12;414;6.5;The Simpsons in Plusaversary
777270;[18, 36];2021-11-12;1506;7.077;Belfast
763164;[28, 53, 878];2021-11-12;574;5.2;Apex
876716;[16, 35, 10751, 14];2021-11-11;665;7.408;Ciao Alberto
654974;[10751, 35, 80];2021-11-11;636;4.892;Home Sweet Home Alone
537116;[18, 10402];2021-11-11;2082;7.638;tick, tick... BOOM!
585245;[10751, 12, 35, 14, 16];2021-11-10;1732;7.2;Clifford the Big Red Dog
811592;[28, 53];2021-11-05;866;6.7;One Shot
763788;[28, 53];2021-11-05;468;6.0;Dangerous
734265;[35, 10749];2021-11-05;1504;6.946;Love Hard
793998;[18];2021-11-04;425;7.2;Happening
716612;[18, 36];2021-11-04;1658;6.78;Spencer
522402;[878, 18, 12];2021-11-04;3580;7.858;Finch
512195;[28, 35, 80];2021-11-04;5881;6.765;Red Notice
524434;[878, 28, 12];2021-11-03;8386;6.839;Eternals
796499;[28, 80, 35];2021-10-29;2070;6.838;Army of Thieves
609972;[27, 9648];2021-10-29;678;6.1;Paranormal Activity: Next of Kin
588182;[18];2021-10-29;385;7.0;Compartment No. 6
650031;[10752, 18, 36];2021-10-28;494;7.829;The Shadow in My Eye
571468;[12, 14, 18];2021-10-28;901;7.286;Freaks Out
516329;[18, 27, 9648];2021-10-28;1110;6.2;Antlers
864873;[53, 18, 27];2021-10-27;618;6.03;Hypnotic
600583;[18, 37];2021-10-25;2696;6.8;The Power of the Dog
618162;[37];2021-10-22;1068;6.6;The Harder They Fall
617762;[18, 36, 35, 10749];2021-10-21;453;6.9;The Electrical Life of Louis Wain
576845;[27, 9648, 53];2021-10-21;3462;7.302;Last Night in Soho
542178;[18, 35];2021-10-21;2632;7.032;The French Dispatch
785516;[35];2021-10-20;405;5.9;Stuck Together
669671;[27, 53, 28];2021-10-20;779;6.4;Night Teeth
660000;[18, 10749, 36];2021-10-20;495;7.4;Lost Illusions
747688;[18];2021-10-18;402;6.296;Yara
820722;[35, 18];2021-10-15;415;7.0;The Good Boss
610253;[27, 53];2021-10-14;2706;6.4;Halloween Kills
482321;[16, 878, 10751, 35];2021-10-14;1876;7.9;Ron's Gone Wrong
780382;[10751, 12, 18];2021-10-13;445;7.5;The Wolf and the Lion
660120;[18, 10749, 35];2021-10-13;1425;7.5;The Worst Person in the World
617653;[36, 18, 28];2021-10-13;3420;7.431;The Last Duel
568124;[16, 35, 10751, 14];2021-10-13;9582;7.595;Encanto
831405;[16, 878, 14, 28];2021-10-09;781;7.364;Injustice
766798;[18];2021-10-08;941;6.8;Parallel Mothers
592695;[18];2021-10-08;588;6.197;Pleasure
747687;[18];2021-10-07;418;6.2;The Catholic School
655082;[10749, 18];2021-10-07;667;6.26;Eiffel
785663;[37, 28, 18];2021-10-01;579;7.3;Old Henry
639721;[16, 10751, 35, 14, 12];2021-10-01;1309;6.976;The Addams Family 2
580489;[878, 28, 12];2021-09-30;10463;6.8;Venom: Let There Be Carnage
740925;[27, 9648, 53];2021-09-29;647;5.86;No One Gets Out Alive
370172;[28, 53, 12];2021-09-29;6383;7.37;No Time to Die
753453;[27, 53];2021-09-26;471;6.1;V/H/S/94
567748;[18, 53];2021-09-24;2721;6.425;The Guilty
512025;[27, 9648];2021-09-24;679;5.4;There's Someone Inside Your House
750253;[53, 80, 18];2021-09-23;465;6.2;My Son
785752;[18, 9648, 53];2021-09-22;678;5.96;Intrusion
712454;[16, 12, 9648];2021-09-22;350;7.817;The Summit of the Gods
524369;[80, 18];2021-09-22;675;6.3;The Many Saints of Newark
846867;[16, 14, 27, 878, 10752];2021-09-17;424;6.9;Mad God
601470;[18, 36];2021-09-17;610;6.501;The Eyes of Tammy Faye
749274;[18, 37];2021-09-16;1028;5.9;Cry Macho
855823;[99];2021-09-15;391;7.303;Schumacher
739990;[14, 10751, 27];2021-09-15;380;6.12;Nightbooks
671043;[35];2021-09-15;552;6.0;Spoiled Brats
438631;[878, 12];2021-09-15;13130;7.8;Dune
843906;[16, 35, 9648, 10751, 14, 12, 27];2021-09-14;386;7.7;Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog
764835;[53];2021-09-12;441;6.0;The Desperate Hour
853588;[53];2021-09-10;353;4.697;Prey
730769;[35, 27];2021-09-10;438;6.471;Some Like It Rare
597891;[28, 12, 80, 18, 53];2021-09-10;1531;6.7;Kate
763148;[10749, 18];2021-09-09;675;6.5;Time Is Up
738652;[53, 80, 28];2021-09-09;788;6.265;Copshop
581726;[878, 28, 12, 53];2021-09-09;1878;6.6;Infinite
663260;[9648, 53, 18];2021-09-08;1254;7.339;Black Box
668640;[35, 18];2021-09-04;379;6.7;Official Competition
660942;[27, 18, 14];2021-09-03;613;6.9;The Innocents
643532;[18, 53, 80];2021-09-03;973;6.1;The Card Counter
593910;[14, 10749, 35];2021-09-03;1407;6.37;Cinderella
588228;[28, 878, 12];2021-09-03;3559;7.521;The Tomorrow War
785457;[14, 35, 18];2021-09-02;462;6.718;Afterlife of the Party
744275;[10749, 18];2021-09-01;2613;7.045;After We Fell
619778;[27, 9648];2021-09-01;2358;6.8;Malignant
566525;[28, 12, 14];2021-09-01;9536;7.533;Shang-Chi and the Legend of the Ten Rings
523638;[28, 14, 27, 53];2021-08-31;585;5.0;Prisoners of the Ghostland
841755;[16, 28, 14];2021-08-30;441;7.594;Mortal Kombat Legends: Battle of the Realms
653349;[35];2021-08-27;783;7.058;Vacation Friends
347626;[35, 10749];2021-08-27;1385;6.5;He's All That
628914;[35, 80];2021-08-26;442;6.5;Queenpins
645710;[53];2021-08-25;970;6.578;The Voyeurs
565028;[27, 9648, 53];2021-08-25;1583;6.021;Candyman
666243;[16, 28, 14];2021-08-22;968;7.501;The Witcher: Nightmare of the Wolf
645788;[28, 12, 53];2021-08-19;1010;6.557;The Protégé
758866;[18];2021-08-18;1287;7.4;Drive My Car
637534;[53, 28, 80];2021-08-18;1296;7.4;The Stronghold
619297;[28, 53, 18];2021-08-18;1205;6.619;Sweet Girl
579047;[9648, 878];2021-08-18;1789;6.593;Reminiscence
776503;[18, 10402, 10749];2021-08-13;2284;7.94;CODA
788929;[18, 14, 27];2021-08-12;888;6.469;Lamb
592863;[18, 10402, 36];2021-08-12;425;6.774;Respect
573164;[16, 35, 12, 10751];2021-08-12;410;7.9;An Egg Rescue
482373;[53, 27];2021-08-12;2595;7.049;Don't Breathe 2
727745;[10749, 35];2021-08-11;1913;6.889;The Kissing Booth 3
595743;[18, 28, 53];2021-08-11;543;5.8;SAS: Red Notice
550988;[35, 12, 878];2021-08-11;8905;7.489;Free Guy
675445;[16, 10751, 12, 35];2021-08-09;1219;7.4;PAW Patrol: The Movie
768744;[16, 28, 12, 878];2021-08-06;563;7.6;My Hero Academia: World Heroes' Mission
763149;[27, 80, 18, 53];2021-08-04;618;6.2;Aftermath
604563;[35, 12, 28];2021-08-04;786;5.6;OSS 117: From Africa with Love
597433;[80, 9648, 53];2021-08-04;663;6.216;Beckett
763152;[35, 10749];2021-07-30;432;6.7;More the Merrier
760747;[35, 27];2021-07-30;562;6.7;The Trip
729720;[28, 35];2021-07-30;620;6.4;The Last Mercenary
449406;[16, 10751, 35];2021-07-30;706;7.3;Vivo
785539;[10749, 35];2021-07-29;412;7.198;Resort to Love
616651;[18, 80, 53];2021-07-29;1261;6.6;Stillwater
559907;[12, 18, 14];2021-07-29;1937;6.594;The Green Knight
451048;[14, 12];2021-07-28;5750;7.346;Jungle Cruise
436969;[28, 35, 12];2021-07-28;8750;7.5;The Suicide Squad
736074;[16, 9648, 28, 80];2021-07-26;523;7.417;Batman: The Long Halloween, Part Two
845222;[18, 14, 53];2021-07-23;550;7.1;Kingdom: Ashin of the North
760883;[27, 53, 28];2021-07-23;1564;6.9;Blood Red Sky
693113;[80, 9648, 53, 28];2021-07-23;425;5.9;Midnight in the Switchgrass
638449;[18, 10749];2021-07-23;603;7.4;The Last Letter from Your Lover
823754;[35, 18];2021-07-22;512;8.014;Bo Burnham: Inside
